"ICM_PML_Bv6..PML_39_2003_01_13" "ICM_PML_Bv6..PML_40_2003_03_31" "ICM_PML_Bv6..PML_41_2003_04_28" "ICM_PML_Bv6..PML_42_2003_05_26" "ICM_PML_Bv6..PML_43_2003_06_09" "ICM_PML_Bv6..PML_44_2003_07_07" "ICM_PML_Bv6..PML_45_2003_07_21" "ICM_PML_Bv6..PML_46_2003_08_04" "ICM_PML_Bv6..PML_47_2003_08_25" "ICM_PML_Bv6..PML_48_2003_09_29" "ICM_PML_Bv6..PML_49_2003_10_06" "ICM_PML_Bv6..PML_50_2003_12_08" "ICM_PML_Bv6..PML_51_2004_03_01" "ICM_PML_Bv6..PML_52_2004_03_15" "ICM_PML_Bv6..PML_53_2004_05_03" "ICM_PML_Bv6..PML_54_2004_05_31" "ICM_PML_Bv6..PML_55_2004_06_14" "ICM_PML_Bv6..PML_56_2004_06_21" "ICM_PML_Bv6..PML_57_2004_07_26" "ICM_PML_Bv6..PML_58_2004_08_23" "ICM_PML_Bv6..PML_59_2004_10_04" "ICM_PML_Bv6..PML_60_2004_10_25" "ICM_PML_Bv6..PML_61_2004_12_06" "ICM_PML_Bv6..PML_62_2004_12_20" "ICM_PML_Bv6..PML_63_2005_01_24" "ICM_PML_Bv6..PML_64_2005_02_28" "ICM_PML_Bv6..PML_65_2005_04_18" "ICM_PML_Bv6..PML_66_2005_05_04" "ICM_PML_Bv6..PML_67_2005_06_06" "ICM_PML_Bv6..PML_68_2005_06_20" "ICM_PML_Bv6..PML_69_2005_07_25" "ICM_PML_Bv6..PML_70_2005_08_15" "ICM_PML_Bv6..PML_71_2005_09_19" "ICM_PML_Bv6..PML_72_2005_10_17" "ICM_PML_Bv6..PML_73_2005_11_15" "ICM_PML_Bv6..PML_74_2005_12_05" "ICM_PML_Bv6..PML_75_2006_01_03" "ICM_PML_Bv6..PML_76_2006_03_06" "ICM_PML_Bv6..PML_77_2006_03_20" "ICM_PML_Bv6..PML_78_2006_04_11" "ICM_PML_Bv6..PML_79_2006_05_04" "ICM_PML_Bv6..PML_80_2006_06_06" "ICM_PML_Bv6..PML_81_2006_06_27" "ICM_PML_Bv6..PML_82_2006_07_17" "ICM_PML_Bv6..PML_83_2006_08_22" "ICM_PML_Bv6..PML_84_2006_09_12" "ICM_PML_Bv6..PML_85_2006_10_30" "ICM_PML_Bv6..PML_86_2006_12_12" "ICM_PML_Bv6..PML_0001_2007_02_16" "ICM_PML_Bv6..PML_0002_2007_03_07" "ICM_PML_Bv6..PML_0003_2007_03_26" "ICM_PML_Bv6..PML_0004_2007_04_23" "ICM_PML_Bv6..PML_0005_2007_05_08" "ICM_PML_Bv6..PML_0006_2007_06_04" "ICM_PML_Bv6..PML_0007_2007_06_25" "ICM_PML_Bv6..PML_0008_2007_07_30" "ICM_PML_Bv6..PML_0009_2007_08_20" "ICM_PML_Bv6..PML_0010_2007_09_29" "ICM_PML_Bv6..PML_0011_2007_10_25" "ICM_PML_Bv6..PML_0012_2007_12_12" "ICM_PML_Bv6..PML_0017_2008_02_20" "ICM_PML_Bv6..PML_0018_2008_03_05" "ICM_PML_Bv6..PML_0019_2008_03_17" "ICM_PML_Bv6..PML_0020_2008_04_21" "ICM_PML_Bv6..PML_0021_2008_05_06" "ICM_PML_Bv6..PML_0022_2008_06_02" "ICM_PML_Bv6..PML_0023_2008_06_23" "ICM_PML_Bv6..PML_0024_2008_07_21" "ICM_PML_Bv6..PML_0025_2008_08_20" "ICM_PML_Bv6..PML_0026_2008_09_22" "ICM_PML_Bv6..PML_0027_2008_10_27" "ICM_PML_Bv6..PML_0028_2008_12_08"
"Bacteria;Acidobacteria;Holophagae;order_NA;family_NA;genus_NA" 8.32385338919564e-05 0 0.000135438957661782 0 0 0.000630309673883256 0.000108994795498515 0 0.000461555169417897 5.47285464098074e-05 0.000109415175884895 0.0003918714661591 0 0 8.11073861793014e-05 0 0 0.000190657769304099 0.00029935231045556 0 0.000277569600577345 0.000167158856633421 0.00016928589566346 0.000343928233641913 0.00096440469928108 0.000192482195396926 0.000192445153131358 0.000119125617964143 0.00014339384553615 0 0.00239438557864318 0.000626634699215344 0.000111585348843697 0.000194374253741704 5.77700751010976e-05 0.000117987139401805 0.000341666192130289 0 0 0.000192101868876753 0 0 0.000164253059213228 0 0.000190673349313576 0 0.00014107157971955 0.000349416183792913 0.00015236470014627 0.000208955223880597 0.000112466962829669 0 8.31923684867308e-05 0 0 0 0 0 0.000172117039586919 0 0.000277200277200277 0.000288733614367385 0.000277008310249308 0 9.15136355316942e-05 0 0 0 0.0002511861568518 0.00024740227610094 0.000495626822157434 0.000145458776982603
"Bacteria;Cyanobacteria;class_NA;order_NA;family_NA;genus_NA" 0.000166477067783913 0 0 0.00010848928668294 0.000108524607954854 0 0.000108994795498515 0 0 0.000246278458844133 0.000164122763827343 0.00181940323573868 0.000522839845899835 0.000329055610398157 0 0 0 0 0 0 0 0.000250738284950131 0.000705357898597749 0 0.000292243848266994 0.000302472021338026 0.000659811953593226 0.000208469831437251 0 0 0.00060547681299023 0.000326939843068875 0 0.000444284008552467 0.000693240901213172 0.000117987139401805 0.000882637663003246 0.000770267668014635 0.000414456233421751 0 0 0.000110910855399972 0.000164253059213228 0.000605310221488513 0.00138919154499891 0.000138939061327702 0.00014107157971955 0.00151413679643595 0.00118844466114091 0.000417910447761194 0.00171512118315245 0.000360550255158642 0.000388231052938077 8.70852564660803e-05 8.16015667500816e-05 0.000137972902122023 0.000386516109439276 0.00074039542600159 0.00129087779690189 0.000137885389664111 0.00102564102564103 0 0 0.000192202086765513 0.000488072722835703 0 0.000165184593783553 0.00011360731631117 0.000195367010884733 0.00131947880587168 0.000116618075801749 0.00189096410077384
"Bacteria;Cyanobacteria;empty_class;Chroococcales;empty_family;Synechococcus" 0.00532726616908521 0.00563842890379089 0.000650106996776553 0.00122050447518308 0.000298442671875848 0.0220882433543437 0.0102182620779858 0.00730506155950752 0.0787087315377932 0.00807246059544658 0.00232507248755402 0.0117841348037844 0.00861309851403412 0.0092135570911484 0.000892181247972315 0.000704721634954193 0.0358258413233017 0.0126106495982568 0.00236760463723943 0.0542853924991553 0.00940960945957199 0.0072714102635538 0.0107214400586858 0.00974463328652088 0.0188205038283944 0.0303296945032584 0.00181448287238137 0.00360354994341533 0.00246637414322177 0.0101375606674133 0.00668776661621027 0.012069529206626 0.00521661505844283 0.0113570099686224 0.00797227036395147 0.0102648811279571 0.0127270656568533 0.00850045390773294 0.00450375773651636 0.0140508795521282 0.0014099400775467 0.000110910855399972 0.00240904486846068 0.0160957490713991 0.00465787753323164 0.0811681996276433 0.00561464887283808 0.00780362810470838 0.00917235494880546 0.00235820895522388 0.00373952651408649 0.00296760594630575 0.00105377000083192 0.00429620598565996 0.00497769557175498 0.00695383426694997 0.0022638800695729 0.00112430416540982 0.00172117039586919 0.00212343500082731 0.0186832986832987 0.0282958942080037 0.0314127423822715 0.00941790225151016 0.00350802269538161 0.00585534815955136 0.0448200864466041 0.00264137010423471 0.0257326262908177 0.0796635329045027 0.00209912536443149 0.00741839762611276
"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;family_NA;genus_NA" 0.0245276213201631 0.00711646366497879 0.00311509602622098 0.00493626254407377 0.000406967279830702 8.22143052891203e-05 0.00114444535273441 0 0.00678757602085143 0.0186077057793345 0.00547075879424476 0.0344287073839781 0.0233076499724821 0.0291762641219699 0.00394722612739267 0.00414701577492275 0.000869163701550914 0.00130736756094239 0 0 0.0238709856496516 0.0131219702457235 0.0218096662246424 0.021094264996704 0.0184405868256473 0.0181483212802816 0.0012371474129873 0.000863660730240038 0.00014339384553615 0.000229746417391804 0.00283473235172699 0.00111704446381866 0.0181047228498898 0.0289895315580485 0.0201617562102831 0.0239808860834169 0.0283013495814589 0.00789524359715001 0.00737732095490716 0.00145448557863827 0.00713104308451506 0.00205185082489949 0.00136877549344357 0.000797908928325767 0.00108956199607758 0.0151999333092506 0.0157153739807578 0.0443758553416999 0.0181009263773769 0.0142985074626866 0.0150705730191756 0.00119258930552474 0.0078200826377527 0.000174170512932161 0.01000979218801 0.00303540384668451 0.00530079235802435 0.0064716044643102 0.0262478485370052 0.00419171584578898 0.0256410256410256 0.00883524859964197 0.00880886426592798 0.00161998901702361 9.15136355316942e-05 0.00107210600104462 0.00123888445337665 0.00124968047942287 0.0043538933854312 0.00934630820825774 0.0283965014577259 0.0369756211089777
"Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus" 0.000332954135567826 0.000191597098672506 0.000270877915323564 0.000461079468402495 0 0 0.000108994795498515 0 0 5.47285464098074e-05 5.47075879424476e-05 5.59816380227285e-05 0.000247660979636764 0.000164527805199079 0 0.000108418713069876 0 0.000190657769304099 0 0.000225250591282802 0.000194298720404141 0.000250738284950131 5.64286318878199e-05 0.00106044538706257 8.76731544800982e-05 0.000384964390793852 8.24764941991532e-05 0.000119125617964143 0.00014339384553615 0.000172309813043853 0 0 0.000111585348843697 8.33032516035876e-05 0.00369728480647025 0.000117987139401805 0.000427082740162861 8.25286787158538e-05 0.00019341290893015 0.000109772496501002 0.000135571161302568 5.54554276999861e-05 0 0.000385197413674508 0.000299629548921334 5.55756245310807e-05 0 0.000262062137844685 0 0 0 0 0 0 0 0 0 0 0 0 0.000138600138600139 0.000144366807183692 0.000277008310249308 0.000192202086765513 0.000244036361417851 0.000164939384776095 0 0 0 0.000109956567155973 0.000495626822157434 0.00046546808634433
"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus" 0.00582669737243695 0.00437936225537156 0.00322344719235041 0.0010035259018172 0.00206196755114222 0.000904357358180323 0.00125344014823292 8.20793433652531e-05 0.00198197219808862 0.00051992119089317 0.00210624213578423 0.00467446677489783 0.00266923500275179 0.00307118569704947 0.000351465340110306 0.00151786198297826 0.00363962300024445 0.0101593354214899 0.00029935231045556 0.00129519089987611 0.00163766064340633 0.00150442970970079 0.00262393138278362 0.00533088762144966 0.00277631655853644 0.00291473038743916 0.00266673997910595 0.0028292334266484 0.00100375691875305 0.00198156285000431 0.00178890876565295 0.00095357454228422 0.00348704215136553 0.00324882681253992 0.0567013287117273 0.00259571706683971 0.00572290871818234 0.00148551621688537 0.000552608311229001 0.00186613244051703 0.00265719476153033 0.00127547483709968 0.000848640805935011 0.00396203054065208 0.00288733928960558 0.00086142218023175 0.000620714950766019 0.00160149084238418 0 0 0 0 0 0 0 0 0 0 0 0 0.00318780318780319 0.00687186002194375 0.00227146814404432 0.00543657331136738 0.00890732719175157 0.00230915138686533 0.0014040690471602 0.00252776278792354 0.00170248395199553 0.00263895761174336 0.00454810495626822 0.00142549601442951
"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alkalibacillus" 0.000499431203351738 0.000547420281921445 0.000270877915323564 0.00010848928668294 0 8.22143052891203e-05 0.00021798959099703 0 8.14509122502172e-05 0.000136821366024518 0.000519722085453252 0.000139954095056821 0.000247660979636764 0.000521004716463749 0.000135178976965502 0.000243942104407221 0.000434581850775457 0.000762631077216397 0 0.000225250591282802 8.32708801732034e-05 8.35794283167103e-05 0 0.00106044538706257 0.000379917002747092 0.000494954216734952 0.000384890306262715 0.000208469831437251 0 0.000143591510869877 0.000302738406495115 0.000163469921534438 0.000111585348843697 0.000277677505345292 0.00664355863662623 0.000442451772756769 0.00076874893229315 0.000165057357431708 5.52608311229001e-05 0.000192101868876753 0.000704970038773352 0.000110910855399972 0 0.000605310221488513 0.000299629548921334 0.000166726873593242 8.46429478317298e-05 0.000262062137844685 0 0 0 0 0 0 0 0 0 0 0 0 0.000582120582120582 0.000548593867298031 0 0.000192202086765513 0.000579586358367397 0.000522308051790967 0 0.000255616461700133 0.0002511861568518 0.00024740227610094 0.000612244897959184 0.000320009309361727
"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus" 0.00524402763519325 0.000547420281921445 0.000785545954438335 0.000461079468402495 0.000298442671875848 0 0.000408730483119431 0 0 5.47285464098074e-05 0.000410306909568357 0.000531825561215921 0.0019537699504678 0.000850060326861906 0.000135178976965502 0.000108418713069876 0.000869163701550914 0 0 0.000844689717310508 0.000194298720404141 0.000167158856633421 0.000338571791326919 0.000343928233641913 0.000642936466187387 0.000769928781587703 0.000467366800461868 0.000536065280838644 0.00014339384553615 0.000545647741305534 0 0.000490409764603313 0.000418445058163863 0.000138838752672646 0.00849220103986135 0.000648929266709929 0.000740276749615626 0.000357624274435366 0.00019341290893015 0.000109772496501002 0.000271142322605135 0.000471371135449882 0 0.000605310221488513 0.000898888646764001 0.000166726873593242 8.46429478317298e-05 8.73540459482282e-05 0.00015236470014627 0.000208955223880597 0 0 0 0 0 8.27837412732139e-05 0 0 8.60585197934596e-05 8.27312337984667e-05 0.000582120582120582 0.000981694288849108 0.000415512465373961 0.000356946732564525 0.00100664999084864 0 0 0.000369223778011304 0.000195367010884733 0.000852163395458794 0.000670553935860058 0.000320009309361727
"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus" 0.000665908271135651 0.000547420281921445 0.000514668039114771 0.000569568755085435 0.000108524607954854 8.22143052891203e-05 0.000326984386495545 0 0.000271503040834057 0.000383099824868651 0.000519722085453252 0 0.000522839845899835 0.000521004716463749 0 0.000108418713069876 0.00116793872395904 0.000762631077216397 0.000108855385620204 0 0.000277569600577345 0.000167158856633421 0.000282143159439099 0.00106044538706257 0.000263019463440295 0.000384964390793852 0.000192445153131358 0.000655190898802788 0.000286787691072299 0.00031590132391373 0.00060547681299023 0.000326939843068875 0.000195274360476469 0.000472051759086996 0.0072212593876372 0.000648929266709929 0.00091110984568077 8.25286787158538e-05 0.00019341290893015 0.000384203737753506 0.000569398877470784 0.000305004852349924 0 0.000797908928325767 0.000299629548921334 5.55756245310807e-05 8.46429478317298e-05 0 0 8.95522388059702e-05 0 0 0 0 0 0 0 0 0 0 0.000277200277200277 0.000837327481665415 0.000138504155124654 0 0.00100664999084864 0.000357368667014872 0 0.000255616461700133 0.000307005302818867 0.000604761119357854 0.000612244897959184 0.000145458776982603
"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus" 0.000166477067783913 0.00109484056384289 0.000135438957661782 0.00010848928668294 0.000108524607954854 0.000191833379007947 0.000108994795498515 0 0.00019005212858384 0 0.000109415175884895 0.000671779656272743 0.000412768299394606 0.000164527805199079 0 5.42093565349379e-05 0.000298775022408127 0.000381315538608198 0 0.000422344858655254 8.32708801732034e-05 0.000250738284950131 0.00022571452755128 0.00088848127024161 0.00049681454205389 0 0 0.000119125617964143 0 8.61549065219264e-05 0 0 0 5.55355010690584e-05 0.00540150202195263 0 0.000597915836228005 0 0 0.000109772496501002 0 5.54554276999861e-05 0 0 0 0 0 0.000262062137844685 0.000518039980497318 8.95522388059702e-05 0.00019681718495192 0 0.000138653947477885 8.70852564660803e-05 8.16015667500816e-05 0 0.000138041467656884 0 0.000258175559380379 8.27312337984667e-05 0.000138600138600139 0.000692960674481723 0 0.000192202086765513 9.15136355316942e-05 0.000357368667014872 0.000468023015720067 0.00011360731631117 5.58191459670667e-05 0.000109956567155973 5.83090379008746e-05 0
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus" 8.32385338919564e-05 0.000739017380593951 0 0.00021697857336588 0 8.22143052891203e-05 0.000326984386495545 0 0.000950260642919201 0.000246278458844133 0.000109415175884895 0.000531825561215921 0.000467804072647221 0.000329055610398157 0 0.000108418713069876 0 0.000381315538608198 0 0.000225250591282802 8.32708801732034e-05 0.00387251351200758 0.00104392968992467 0.000343928233641913 2.92243848266994e-05 0.000302472021338026 8.24764941991532e-05 0.000119125617964143 0 0.00031590132391373 0 0 0.000111585348843697 8.33032516035876e-05 0.00283073367995378 0 0.000341666192130289 0 0 0.000384203737753506 0 5.54554276999861e-05 0.000164253059213228 0.000385197413674508 0 0.000611331869841887 8.46429478317298e-05 8.73540459482282e-05 0.000365675280351048 0 0.00089973570263735 0 0.000305038684451346 0.00478968910563442 0 0.00107618863655178 0.000138041467656884 0 0.000258175559380379 0 0.000138600138600139 0.000144366807183692 0 0 0 0 0 0 0.000307005302818867 0.000109956567155973 0.000262390670553936 0.000145458776982603
"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;genus_NA" 0.000166477067783913 0 0 0 0.000189918063920994 0 0 0 0.00019005212858384 0 0.000164122763827343 0.000139954095056821 5.50357732526142e-05 0 0.000486644317075808 0 0 0 0.000108855385620204 0.000225250591282802 0 8.35794283167103e-05 0.00022571452755128 0.000171964116820957 0.000263019463440295 0 8.24764941991532e-05 0.000863660730240038 0.000286787691072299 0.000402056230435657 0 0 0.000111585348843697 5.55355010690584e-05 0.000259965337954939 0.00259571706683971 0.000427082740162861 8.25286787158538e-05 5.52608311229001e-05 0 0.000271142322605135 5.54554276999861e-05 0.000164253059213228 0.000385197413674508 0.000108956199607758 8.3363436796621e-05 0 0.000262062137844685 0.000365675280351048 0.00898507462686567 0.00070291851768543 0 8.31923684867308e-05 0 8.16015667500816e-05 8.27837412732139e-05 0 0 0.00065978198508319 0.000275770779328222 0.000138600138600139 0.000288733614367385 0 0.000192202086765513 0.000671099993899091 0 0 0.00011360731631117 5.58191459670667e-05 0 0.00087463556851312 0.000145458776982603
"Bacteria;Firmicutes;Clostridia;Clostridiales;family_NA;genus_NA" 0.000166477067783913 0 0 0 0.000108524607954854 8.22143052891203e-05 0 8.20793433652531e-05 0 0 5.47075879424476e-05 0 5.50357732526142e-05 0 8.11073861793014e-05 0 0.00013580682836733 0.000190657769304099 0 0.000225250591282802 8.32708801732034e-05 8.35794283167103e-05 0 0.000171964116820957 0.000292243848266994 0.0001099898259411 8.24764941991532e-05 0.000327595449401394 0 0.000344619626087706 0.000137608366588689 0 0.000111585348843697 0.000138838752672646 0.000635470826112074 0.000766916406111734 0.000256249644097717 8.25286787158538e-05 5.52608311229001e-05 0.000768407475507012 0.000271142322605135 0.000110910855399972 0 0.000192598706837254 0 8.3363436796621e-05 8.46429478317298e-05 0.000436770229741141 0.000213310580204778 0.00265671641791045 0.000112466962829669 0 0.000443692631929231 0 8.16015667500816e-05 0.000137972902122023 0.000303691228845145 0 0.00177854274239816 0.000358502013126689 0 0.000433100421551077 0.000138504155124654 0 9.15136355316942e-05 0 0.000165184593783553 0 0.000195367010884733 0 0.00032069970845481 0
"Bacteria;Firmicutes;class_NA;order_NA;family_NA;genus_NA" 8.32385338919564e-05 0 0 0.00179007323026851 0 0 0 0 8.14509122502172e-05 5.47285464098074e-05 0.000273537939712238 5.59816380227285e-05 5.50357732526142e-05 0 0 0 0.000434581850775457 0.000762631077216397 0.000217710771240407 0 8.32708801732034e-05 0 0.00016928589566346 0 2.92243848266994e-05 0 0.000192445153131358 0.000208469831437251 0.00014339384553615 0.000459492834783608 0.000137608366588689 0.000490409764603313 0.000111585348843697 8.33032516035876e-05 5.77700751010976e-05 0.000206477493953159 0.00014236091338762 0 0.00019341290893015 0 0.000135571161302568 0.00036046028004991 0 0.000192598706837254 0 0.000138939061327702 0 0.000174708091896456 0.000578985860555826 0.000298507462686567 0.000112466962829669 8.32039050366097e-05 0.000693269737389423 0.000406397863508375 0.000136002611250136 0.000137972902122023 8.28248805941305e-05 0.000137110264074369 0.000172117039586919 8.27312337984667e-05 0.000443520443520443 0 0.000138504155124654 0.000356946732564525 0.000335549996949545 0 0 0.000511232923400267 5.58191459670667e-05 0.000357358843256914 0.000233236151603499 0.000320009309361727
"Bacteria;Gemmatimonadetes;Gemmatimonadetes;order_NA;family_NA;genus_NA" 0.00330179517771427 0.000547420281921445 0 0 0 0.000191833379007947 0.000735714869614976 0 0.00019005212858384 0 0.000109415175884895 0.00534624643117058 0.000770500825536599 0.000329055610398157 0 0 0.000434581850775457 0 0 0 0 0.000947233520922717 0.00902858110205118 0.00338196096414548 0.00704307674323456 0.00206230923639563 0 0.000119125617964143 0 0.000172309813043853 0.000137608366588689 0.000163469921534438 0 0.000194374253741704 0.00262853841709994 0.00495545985487582 0.00438471613233871 0.00044015295315122 0.000690760389036251 0 0 5.54554276999861e-05 0 0 0 0 0.000931072426149028 0.00949247299304079 0.00140175524134568 0.00194029850746269 0.00241803970083788 0 0 0 0.000544010445000544 0.000137972902122023 0 0.000329064633778485 0.00195065978198508 0.000358502013126689 0.00593208593208593 0.000548593867298031 0.000415512465373961 0 9.15136355316942e-05 0 0 0 0.000195367010884733 0.00024740227610094 0.0012536443148688 0.00442194682027114
"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;genus_NA" 0.000665908271135651 0 0 0 0.000108524607954854 0.000191833379007947 0.000408730483119431 8.20793433652531e-05 0.000271503040834057 0.000136821366024518 0.00035559932162591 0.000671779656272743 0.000247660979636764 0.000164527805199079 0 0 0.000298775022408127 0.000190657769304099 0.000108855385620204 0.000422344858655254 0.000277569600577345 0.000390037332144648 0.000451429055102559 0.000171964116820957 0.000409141387573792 0.0001099898259411 0.000192445153131358 0.000208469831437251 0.000286787691072299 0.00063180264782746 0.000302738406495115 0.000790104620749782 0.000502134069796636 0.000388748507483409 0.000433275563258232 0.000324464633354964 0.000170833096065144 8.25286787158538e-05 0.0002763041556145 0.000301874365377755 0 5.54554276999861e-05 0 0 0 0.000222302498124323 0.00101571537398076 0.000262062137844685 0.000975134080936129 0 0 8.32039050366097e-05 0.000138653947477885 0.000174170512932161 0 0.000220756643395237 8.28248805941305e-05 0.00101461595415033 0 8.27312337984667e-05 0.000138600138600139 0.000433100421551077 0.000277008310249308 0 0.00274540906595083 0 0.000302838421936514 0 0.000474462740720067 0.000109956567155973 0.00303206997084548 0.00046546808634433
"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula" 0.000665908271135651 0.000739017380593951 0.000379229081452989 0 0 0 0 0 0.000271503040834057 5.47285464098074e-05 0.00021883035176979 0.00120360521748866 0.000247660979636764 0.000164527805199079 8.11073861793014e-05 0 0 0.000190657769304099 0 0 0.000388597440808283 0.000724355045411489 5.64286318878199e-05 0 0.00157811678064177 0.000192482195396926 0.000852257106724584 0.000655190898802788 0 8.61549065219264e-05 0 0.000490409764603313 0.000502134069796636 0.000610890511759642 0.000635470826112074 0.00141584567282166 0.00125277603781106 0.000357624274435366 0.000690760389036251 0.00205823430939378 0.000135571161302568 0 0 0 0.000108956199607758 0.000166726873593242 0.00124142990153204 0.00198002504149317 0.000670404680643588 0.00214925373134328 0.00545464769723894 0.000138673175061016 0.00183023210670808 0.00165461987285553 0.000353606789250354 0.000662269930185711 0.00052455757709616 0.00194696574985603 0.00154905335628227 0 0.00202356202356202 0.00349367673384535 0.00811634349030471 0.00126304228445909 0.0131474589713867 0.00107210600104462 0.00308344575062632 0.000880456701411571 0.0039352497906782 0.00131947880587168 0.00204081632653061 0.00206551463315296
"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;genus_NA" 0.000166477067783913 0 0 0 0 8.22143052891203e-05 0.00021798959099703 8.20793433652531e-05 0 0 0.00021883035176979 0.000335889828136371 0 0 0 5.42093565349379e-05 0 0.000381315538608198 0.000108855385620204 0.000225250591282802 8.32708801732034e-05 8.35794283167103e-05 5.64286318878199e-05 0 0.000379917002747092 0 0 0 0 8.61549065219264e-05 0.000302738406495115 0.00144398430688753 0.000418445058163863 5.55355010690584e-05 0.000375505488157135 0 0.000227777461420192 8.25286787158538e-05 0 0 0 0 0 0 0.000190673349313576 0.000389029371717565 0.000846429478317298 0.000174708091896456 0.000518039980497318 0 0.00019681718495192 0.000360550255158642 0.000305038684451346 0.000174170512932161 0.000217604178000218 0.000938215734429758 0.000138041467656884 0.000411330792223106 0.000258175559380379 0 0.000443520443520443 0 0.000415512465373961 0.000356946732564525 0.00149472271368434 0 0.000770861437656581 0.000255616461700133 0.00120011163829193 0.000604761119357854 0.00119533527696793 0.000785477395706057
"Bacteria;Planctomycetes;class_NA;order_NA;family_NA;genus_NA" 0.00102660858466746 0.000191597098672506 0.000270877915323564 0.00021697857336588 0 8.22143052891203e-05 0.000108994795498515 8.20793433652531e-05 8.14509122502172e-05 0.000328371278458844 0.000847967613107938 0.00654985164865924 0.000357732526141992 0 0 5.42093565349379e-05 0.00013580682836733 0.000190657769304099 0 0.00106994030859331 0.0033030782468704 0.0015880091380175 0.00121321558558813 0.00140437362070448 0.00222105324682915 0.00137487282426376 0.000384890306262715 0.000208469831437251 0 0.000545647741305534 0.00162377872574653 0.000163469921534438 0.000502134069796636 0.000805264765501347 0.00219526285384171 0.00303816883959648 0.00139513695119868 0.00044015295315122 0.001105216622458 0.000109772496501002 0.000135571161302568 0.000110910855399972 0.000164253059213228 0 0.000190673349313576 0.000138939061327702 0.00014107157971955 0.00297003756223976 0.001919795221843 0.00164179104477612 0.00607321599280211 0.000305080985134236 0.000388231052938077 0.000319312607042294 0.00103361984550103 0.000496702447639284 0.000138041467656884 0.00139852469355856 0.001061388410786 0.000137885389664111 0.00332640332640333 0.00167465496333083 0.000858725761772853 0.000356946732564525 0.00134219998779818 0.000714737334029744 0.000770861437656581 0.0007668493851004 0.000362824448785934 0.00131947880587168 0.0365889212827988 0.00805841624483621
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;genus_NA" 0.000332954135567826 0.00164226084576434 0.0029796570685592 0.00225115269867101 0.00206196755114222 0.00378185804329953 0.00125344014823292 8.20793433652531e-05 0.000271503040834057 0.000711471103327496 0.000902675201050386 0.000139954095056821 0.000412768299394606 0.00153559284852473 0.00538012328322699 0.0136878625250718 0.00203710242550995 0.00620999591447637 0.00821858161432537 0.000422344858655254 0.00144336192300219 0.00167158856633421 0.000931072426149028 0.00140437362070448 0.00271786778888304 0.00195231941045453 0.00731291581899159 0.00994698910000596 0.0050761421319797 0.00798368800436518 0.00432090271088482 0.000790104620749782 0.000725304767484029 0.00111071002138117 0.000375505488157135 0.000855406760663088 0.00113888730710096 0.00137547797859756 0.0014920424403183 0.00233266555064629 0.00181665356145441 0.0203521419658949 0.00446220810862602 0 0.00198845064284158 0.000527968433045266 0.000846429478317298 0.000524124275689369 0.00045709410043881 0.000417910447761194 0.000112466962829669 0.0026070556911471 0.00332769473946923 0.0115533106911667 0.00261125013600261 0.00529815944148569 0.000441732696502029 0.000274220528148737 8.60585197934596e-05 0.000275770779328222 0.000859320859320859 0.000433100421551077 0.00185595567867036 0.0028830313014827 0.00240985906900128 0.00654259559611843 0.000302838421936514 0.00150529694112301 0.000474462740720067 0.00024740227610094 0.000379008746355685 0.00046546808634433
